DESCRIPTION,household_key,CAMPAIGN
TypeA,256,18
TypeA,253,18
TypeA,251,18
TypeA,249,18
TypeA,246,18
TypeA,243,18
TypeA,242,18
TypeA,239,18
TypeA,235,18
TypeA,232,18
TypeA,230,18
TypeA,228,18
TypeA,227,18
TypeA,222,18
TypeA,221,18
TypeA,220,18
TypeA,219,18
TypeA,218,18
TypeA,214,18
TypeA,212,18
TypeA,211,18
TypeA,210,18
TypeA,2366,18
TypeA,2364,18
TypeA,2361,18
TypeA,2359,18
TypeA,2358,18
TypeA,2354,18
TypeA,2351,18
TypeA,2350,18
TypeA,2347,18
TypeA,2344,18
TypeA,2343,18
TypeA,2342,18
TypeA,2341,18
TypeA,2334,18
TypeA,2331,18
TypeA,2330,18
TypeA,2329,18
TypeA,2328,18
TypeA,2324,18
TypeA,2318,18
TypeA,2317,18
TypeA,2314,18
TypeA,2312,18
TypeA,2310,18
TypeA,2307,18
TypeA,2305,18
TypeA,2303,18
TypeA,2301,18
TypeA,2300,18
TypeA,2298,18
TypeA,2296,18
TypeA,2295,18
TypeA,2294,18
TypeA,2289,18
TypeA,2288,18
TypeA,2284,18
TypeA,2282,18
TypeA,2281,18
TypeA,2280,18
TypeA,2278,18
TypeA,2277,18
TypeA,2275,18
TypeA,2274,18
TypeA,2270,18
TypeA,2269,18
TypeA,2266,18
TypeA,2264,18
TypeA,2263,18
TypeA,2262,18
TypeA,2261,18
TypeA,2260,18
TypeA,2254,18
TypeA,2250,18
TypeA,2245,18
TypeA,2244,18
TypeA,2241,18
TypeA,2240,18
TypeA,2238,18
TypeA,2237,18
TypeA,2236,18
TypeA,2234,18
TypeA,2233,18
TypeA,2231,18
TypeA,2228,18
TypeA,2226,18
TypeA,2225,18
TypeA,2224,18
TypeA,2221,18
TypeA,2217,18
TypeA,2215,18
TypeA,2211,18
TypeA,2209,18
TypeA,2208,18
TypeA,2207,18
TypeA,2205,18
TypeA,2204,18
TypeA,2203,18
TypeA,2200,18
TypeA,2199,18
TypeA,2198,18
TypeA,2194,18
TypeA,2193,18
TypeA,2190,18
TypeA,2188,18
TypeA,2186,18
TypeA,2185,18
TypeA,2184,18
TypeA,2183,18
TypeA,2178,18
TypeA,2176,18
TypeA,2173,18
TypeA,2171,18
TypeA,2170,18
TypeA,2168,18
TypeA,2167,18
TypeA,2162,18
TypeA,2158,18
TypeA,2156,18
TypeA,2154,18
TypeA,2148,18
TypeA,2147,18
TypeA,2142,18
TypeA,2141,18
TypeA,2139,18
TypeA,2134,18
TypeA,2133,18
TypeA,2131,18
TypeA,2130,18
TypeA,2129,18
TypeA,2128,18
TypeA,2124,18
TypeA,2123,18
TypeA,2117,18
TypeA,2115,18
TypeA,2114,18
TypeA,2112,18
TypeA,2110,18
TypeA,2109,18
TypeA,2108,18
TypeA,2107,18
TypeA,2102,18
TypeA,2100,18
TypeA,2099,18
TypeA,2097,18
TypeA,2095,18
TypeA,2094,18
TypeA,2092,18
TypeA,2088,18
TypeA,2087,18
TypeA,2086,18
TypeA,2085,18
TypeA,2084,18
TypeA,2083,18
TypeA,2082,18
TypeA,2080,18
TypeA,2079,18
TypeA,2076,18
TypeA,2075,18
TypeA,2071,18
TypeA,2070,18
TypeA,2068,18
TypeA,2065,18
TypeA,2064,18
TypeA,2062,18
TypeA,2058,18
TypeA,2056,18
TypeA,2055,18
TypeA,2053,18
TypeA,2051,18
TypeA,2050,18
TypeA,2047,18
TypeA,2041,18
TypeA,2037,18
TypeA,2034,18
TypeA,2033,18
TypeA,2029,18
TypeA,2027,18
TypeA,2024,18
TypeA,2020,18
TypeA,2019,18
TypeA,2018,18
TypeA,2017,18
TypeA,2012,18
TypeA,2011,18
TypeA,2008,18
TypeA,2007,18
TypeA,2004,18
TypeA,1998,18
TypeA,1997,18
TypeA,1996,18
TypeA,1995,18
TypeA,1990,18
TypeA,1989,18
TypeA,1987,18
TypeA,1985,18
TypeA,1980,18
TypeA,1979,18
TypeA,1978,18
TypeA,1976,18
TypeA,1975,18
TypeA,1974,18
TypeA,1972,18
TypeA,1971,18
TypeA,1970,18
TypeA,1969,18
TypeA,1968,18
TypeA,1966,18
TypeA,1965,18
TypeA,1964,18
TypeA,1957,18
TypeA,1954,18
TypeA,1953,18
TypeA,1949,18
TypeA,1948,18
TypeA,1947,18
TypeA,1946,18
TypeA,1944,18
TypeA,1943,18
TypeA,1942,18
TypeA,1941,18
TypeA,1939,18
TypeA,1937,18
TypeA,1936,18
TypeA,1935,18
TypeA,1933,18
TypeA,1932,18
TypeA,1931,18
TypeA,1930,18
TypeA,1929,18
TypeA,1928,18
TypeA,1927,18
TypeA,1925,18
TypeA,1924,18
TypeA,1923,18
TypeA,1922,18
TypeA,1921,18
TypeA,1920,18
TypeA,1919,18
TypeA,1917,18
TypeA,1916,18
TypeA,1914,18
TypeA,1911,18
TypeA,1907,18
TypeA,1906,18
TypeA,1905,18
TypeA,1901,18
TypeA,1900,18
TypeA,1899,18
TypeA,1896,18
TypeA,1894,18
TypeA,1892,18
TypeA,1890,18
TypeA,1889,18
TypeA,1883,18
TypeA,1881,18
TypeA,1879,18
TypeA,1873,18
TypeA,1872,18
TypeA,1869,18
TypeA,1865,18
TypeA,1864,18
TypeA,1862,18
TypeA,1860,18
TypeA,1858,18
TypeA,1856,18
TypeA,1854,18
TypeA,1850,18
TypeA,1849,18
TypeA,1848,18
TypeA,1847,18
TypeA,1845,18
TypeA,1841,18
TypeA,1840,18
TypeA,1837,18
TypeA,1836,18
TypeA,1835,18
TypeA,1834,18
TypeA,1833,18
TypeA,1832,18
TypeA,1831,18
TypeA,1829,18
TypeA,1824,18
TypeA,1823,18
TypeA,1821,18
TypeA,1820,18
TypeA,1816,18
TypeA,1814,18
TypeA,1812,18
TypeA,1810,18
TypeA,1807,18
TypeA,1804,18
TypeA,1803,18
TypeA,1797,18
TypeA,1796,18
TypeA,1795,18
TypeA,1794,18
TypeA,1793,18
TypeA,1791,18
TypeA,1790,18
TypeA,1788,18
TypeA,1784,18
TypeA,1783,18
TypeA,1781,18
TypeA,1779,18
TypeA,1778,18
TypeA,1776,18
TypeA,1774,18
TypeA,1772,18
TypeA,1769,18
TypeA,1767,18
TypeA,1763,18
TypeA,1762,18
TypeA,1761,18
TypeA,1759,18
TypeA,1758,18
TypeA,1756,18
TypeA,1754,18
TypeA,1753,18
TypeA,1752,18
TypeA,1751,18
TypeA,1749,18
TypeA,1746,18
TypeA,1745,18
TypeA,1742,18
TypeA,1740,18
TypeA,1735,18
TypeA,1732,18
TypeA,1731,18
TypeA,1726,18
TypeA,1723,18
TypeA,1722,18
TypeA,1720,18
TypeA,1717,18
TypeA,1716,18
TypeA,1710,18
TypeA,1708,18
TypeA,1707,18
TypeA,1705,18
TypeA,1703,18
TypeA,1696,18
TypeA,1694,18
TypeA,1693,18
TypeA,1692,18
TypeA,1689,18
TypeA,1687,18
TypeA,1678,18
TypeA,1676,18
TypeA,1675,18
TypeA,1673,18
TypeA,1666,18
TypeA,1663,18
TypeA,1662,18
TypeA,1659,18
TypeA,1653,18
TypeA,1651,18
TypeA,1648,18
TypeA,1642,18
TypeA,1640,18
TypeA,1639,18
TypeA,1633,18
TypeA,1631,18
TypeA,1630,18
TypeA,1627,18
TypeA,1624,18
TypeA,1621,18
TypeA,1619,18
TypeA,1618,18
TypeA,1617,18
TypeA,1609,18
TypeA,1607,18
TypeA,1605,18
TypeA,1604,18
TypeA,1602,18
TypeA,1599,18
TypeA,1598,18
TypeA,1595,18
TypeA,1592,18
TypeA,1591,18
TypeA,1590,18
TypeA,1588,18
TypeA,1586,18
TypeA,1585,18
TypeA,1584,18
TypeA,1581,18
TypeA,1579,18
TypeA,1578,18
TypeA,1577,18
TypeA,1575,18
TypeA,1572,18
TypeA,1568,18
TypeA,1566,18
TypeA,1563,18
TypeA,1558,18
TypeA,1557,18
TypeA,1556,18
TypeA,1555,18
TypeA,1549,18
TypeA,1548,18
TypeA,1547,18
TypeA,1546,18
TypeA,1545,18
TypeA,1542,18
TypeA,1541,18
TypeA,1540,18
TypeA,1537,18
TypeA,1536,18
TypeA,1535,18
TypeA,1534,18
TypeA,1532,18
TypeA,1529,18
TypeA,1528,18
TypeA,1527,18
TypeA,1526,18
TypeA,1517,18
TypeA,1515,18
TypeA,1511,18
TypeA,1510,18
TypeA,1509,18
TypeA,1506,18
TypeA,1505,18
TypeA,1501,18
TypeA,1495,18
TypeA,1494,18
TypeA,1491,18
TypeA,1490,18
TypeA,1489,18
TypeA,1488,18
TypeA,1484,18
TypeA,1483,18
TypeA,1481,18
TypeA,1476,18
TypeA,1475,18
TypeA,1474,18
TypeA,1470,18
TypeA,1468,18
TypeA,1467,18
TypeA,1464,18
TypeA,1463,18
TypeA,1462,18
TypeA,1461,18
TypeA,1460,18
TypeA,1459,18
TypeA,1458,18
TypeA,1454,18
TypeA,1453,18
TypeA,1452,18
TypeA,1451,18
TypeA,1448,18
TypeA,1446,18
TypeA,1445,18
TypeA,1443,18
TypeA,1440,18
TypeA,1437,18
TypeA,1434,18
TypeA,1431,18
TypeA,1430,18
TypeA,1428,18
TypeA,1425,18
TypeA,1423,18
TypeA,1421,18
TypeA,1420,18
TypeA,1419,18
TypeA,1418,18
TypeA,1417,18
TypeA,1412,18
TypeA,1409,18
TypeA,1408,18
TypeA,1406,18
TypeA,1403,18
TypeA,1402,18
TypeA,1397,18
TypeA,1396,18
TypeA,1394,18
TypeA,1393,18
TypeA,1392,18
TypeA,1391,18
TypeA,1390,18
TypeA,1388,18
TypeA,1385,18
TypeA,1383,18
TypeA,1382,18
TypeA,1379,18
TypeA,1378,18
TypeA,1376,18
TypeA,1375,18
TypeA,1370,18
TypeA,1366,18
TypeA,1364,18
TypeA,1363,18
TypeA,1357,18
TypeA,1356,18
TypeA,1354,18
TypeA,1353,18
TypeA,1352,18
TypeA,1349,18
TypeA,1347,18
TypeA,1345,18
TypeA,1337,18
TypeA,1336,18
TypeA,1333,18
TypeA,1331,18
TypeA,1330,18
TypeA,1325,18
TypeA,1321,18
TypeA,1318,18
TypeA,1317,18
TypeA,1316,18
TypeA,1314,18
TypeA,1312,18
TypeA,1307,18
TypeA,1306,18
TypeA,1305,18
TypeA,1304,18
TypeA,1303,18
TypeA,1299,18
TypeA,1296,18
TypeA,1293,18
TypeA,1291,18
TypeA,1289,18
TypeA,1288,18
TypeA,1285,18
TypeA,1282,18
TypeA,1279,18
TypeA,1277,18
TypeA,1272,18
TypeA,1271,18
TypeA,1270,18
TypeA,1266,18
TypeA,1265,18
TypeA,1264,18
TypeA,1263,18
TypeA,1261,18
TypeA,1260,18
TypeA,1258,18
TypeA,1256,18
TypeA,1248,18
TypeA,1247,18
TypeA,1245,18
TypeA,1240,18
TypeA,1237,18
TypeA,1236,18
TypeA,1234,18
TypeA,1229,18
TypeA,1228,18
TypeA,1227,18
TypeA,1226,18
TypeA,1224,18
TypeA,1222,18
TypeA,1219,18
TypeA,1218,18
TypeA,1216,18
TypeA,1211,18
TypeA,1207,18
TypeA,1206,18
TypeA,1204,18
TypeA,1203,18
TypeA,1197,18
TypeA,1193,18
TypeA,1191,18
TypeA,1190,18
TypeA,1187,18
TypeA,1186,18
TypeA,1179,18
TypeA,1178,18
TypeA,1175,18
TypeA,1172,18
TypeA,1169,18
TypeA,1167,18
TypeA,1166,18
TypeA,1165,18
TypeA,1164,18
TypeA,1163,18
TypeA,1160,18
TypeA,1158,18
TypeA,1157,18
TypeA,1154,18
TypeA,1151,18
TypeA,1146,18
TypeA,1142,18
TypeA,1139,18
TypeA,1138,18
TypeA,1137,18
TypeA,1133,18
TypeA,1130,18
TypeA,1128,18
TypeA,1127,18
TypeA,1125,18
TypeA,1123,18
TypeA,1122,18
TypeA,1119,18
TypeA,1117,18
TypeA,1113,18
TypeA,1111,18
TypeA,1104,18
TypeA,1103,18
TypeA,1098,18
TypeA,1097,18
TypeA,1094,18
TypeA,1091,18
TypeA,1088,18
TypeA,1087,18
TypeA,1085,18
TypeA,1084,18
TypeA,1082,18
TypeA,1081,18
TypeA,2500,18
TypeA,2499,18
TypeA,2498,18
TypeA,2497,18
TypeA,2496,18
TypeA,2494,18
TypeA,2493,18
TypeA,2489,18
TypeA,2488,18
TypeA,2486,18
TypeA,2484,18
TypeA,2483,18
TypeA,2481,18
TypeA,2479,18
TypeA,2478,18
TypeA,2475,18
TypeA,2472,18
TypeA,2470,18
TypeA,2467,18
TypeA,2466,18
TypeA,2462,18
TypeA,2459,18
TypeA,2456,18
TypeA,2455,18
TypeA,2453,18
TypeA,2452,18
TypeA,2451,18
TypeA,2448,18
TypeA,2447,18
TypeA,2446,18
TypeA,2445,18
TypeA,2443,18
TypeA,2441,18
TypeA,2438,18
TypeA,2437,18
TypeA,2432,18
TypeA,2427,18
TypeA,2426,18
TypeA,2424,18
TypeA,2423,18
TypeA,2421,18
TypeA,2420,18
TypeA,2416,18
TypeA,2412,18
TypeA,2407,18
TypeA,2406,18
TypeA,2405,18
TypeA,2400,18
TypeA,2398,18
TypeA,2395,18
TypeA,2393,18
TypeA,2391,18
TypeA,2381,18
TypeA,2380,18
TypeA,2378,18
TypeA,2377,18
TypeA,2376,18
TypeA,2375,18
TypeA,2374,18
TypeA,2373,18
TypeA,2371,18
TypeA,2370,18
TypeA,2369,18
TypeA,2367,18
TypeA,1078,18
TypeA,1076,18
TypeA,1074,18
TypeA,1073,18
TypeA,1070,18
TypeA,1067,18
TypeA,1066,18
TypeA,1065,18
TypeA,1064,18
TypeA,1062,18
TypeA,1061,18
TypeA,1060,18
TypeA,1058,18
TypeA,1056,18
TypeA,1053,18
TypeA,1050,18
TypeA,1048,18
TypeA,1046,18
TypeA,1045,18
TypeA,1041,18
TypeA,1040,18
TypeA,1039,18
TypeA,1038,18
TypeA,1034,18
TypeA,1032,18
TypeA,1031,18
TypeA,1029,18
TypeA,1024,18
TypeA,1020,18
TypeA,1018,18
TypeA,1017,18
TypeA,1015,18
TypeA,1014,18
TypeA,1010,18
TypeA,1007,18
TypeA,1005,18
TypeA,1004,18
TypeA,1001,18
TypeA,1000,18
TypeA,998,18
TypeA,997,18
TypeA,993,18
TypeA,989,18
TypeA,988,18
TypeA,984,18
TypeA,983,18
TypeA,982,18
TypeA,979,18
TypeA,978,18
TypeA,976,18
TypeA,975,18
TypeA,973,18
TypeA,972,18
TypeA,971,18
TypeA,968,18
TypeA,961,18
TypeA,960,18
TypeA,957,18
TypeA,956,18
TypeA,953,18
TypeA,952,18
TypeA,949,18
TypeA,947,18
TypeA,946,18
TypeA,944,18
TypeA,943,18
TypeA,942,18
TypeA,941,18
TypeA,940,18
TypeA,939,18
TypeA,938,18
TypeA,936,18
TypeA,934,18
TypeA,932,18
TypeA,931,18
TypeA,929,18
TypeA,928,18
TypeA,927,18
TypeA,926,18
TypeA,920,18
TypeA,918,18
TypeA,916,18
TypeA,915,18
TypeA,911,18
TypeA,909,18
TypeA,908,18
TypeA,907,18
TypeA,900,18
TypeA,898,18
TypeA,896,18
TypeA,895,18
TypeA,893,18
TypeA,891,18
TypeA,889,18
TypeA,888,18
TypeA,886,18
TypeA,885,18
TypeA,883,18
TypeA,882,18
TypeA,881,18
TypeA,879,18
TypeA,878,18
TypeA,877,18
TypeA,873,18
TypeA,871,18
TypeA,868,18
TypeA,867,18
TypeA,864,18
TypeA,859,18
TypeA,857,18
TypeA,856,18
TypeA,853,18
TypeA,852,18
TypeA,850,18
TypeA,849,18
TypeA,845,18
TypeA,844,18
TypeA,842,18
TypeA,840,18
TypeA,830,18
TypeA,825,18
TypeA,823,18
TypeA,820,18
TypeA,817,18
TypeA,816,18
TypeA,812,18
TypeA,808,18
TypeA,807,18
TypeA,806,18
TypeA,805,18
TypeA,804,18
TypeA,803,18
TypeA,802,18
TypeA,800,18
TypeA,797,18
TypeA,793,18
TypeA,790,18
TypeA,788,18
TypeA,787,18
TypeA,786,18
TypeA,784,18
TypeA,771,18
TypeA,768,18
TypeA,766,18
TypeA,762,18
TypeA,760,18
TypeA,755,18
TypeA,752,18
TypeA,749,18
TypeA,748,18
TypeA,747,18
TypeA,745,18
TypeA,744,18
TypeA,742,18
TypeA,740,18
TypeA,734,18
TypeA,733,18
TypeA,732,18
TypeA,731,18
TypeA,728,18
TypeA,726,18
TypeA,725,18
TypeA,722,18
TypeA,720,18
TypeA,718,18
TypeA,715,18
TypeA,714,18
TypeA,712,18
TypeA,710,18
TypeA,709,18
TypeA,708,18
TypeA,707,18
TypeA,706,18
TypeA,705,18
TypeA,703,18
TypeA,702,18
TypeA,699,18
TypeA,697,18
TypeA,696,18
TypeA,695,18
TypeA,693,18
TypeA,692,18
TypeA,691,18
TypeA,690,18
TypeA,687,18
TypeA,685,18
TypeA,684,18
TypeA,682,18
TypeA,680,18
TypeA,679,18
TypeA,676,18
TypeA,671,18
TypeA,669,18
TypeA,663,18
TypeA,662,18
TypeA,661,18
TypeA,660,18
TypeA,656,18
TypeA,647,18
TypeA,646,18
TypeA,644,18
TypeA,642,18
TypeA,641,18
TypeA,640,18
TypeA,639,18
TypeA,638,18
TypeA,637,18
TypeA,636,18
TypeA,633,18
TypeA,632,18
TypeA,631,18
TypeA,630,18
TypeA,624,18
TypeA,623,18
TypeA,622,18
TypeA,621,18
TypeA,618,18
TypeA,614,18
TypeA,609,18
TypeA,608,18
TypeA,607,18
TypeA,605,18
TypeA,603,18
TypeA,601,18
TypeA,600,18
TypeA,598,18
TypeA,596,18
TypeA,595,18
TypeA,594,18
TypeA,588,18
TypeA,586,18
TypeA,583,18
TypeA,582,18
TypeA,578,18
TypeA,576,18
TypeA,575,18
TypeA,574,18
TypeA,569,18
TypeA,568,18
TypeA,562,18
TypeA,560,18
TypeA,558,18
TypeA,553,18
TypeA,549,18
TypeA,548,18
TypeA,546,18
TypeA,545,18
TypeA,544,18
TypeA,543,18
TypeA,542,18
TypeA,538,18
TypeA,534,18
TypeA,527,18
TypeA,526,18
TypeA,524,18
TypeA,523,18
TypeA,520,18
TypeA,518,18
TypeA,517,18
TypeA,515,18
TypeA,514,18
TypeA,513,18
TypeA,511,18
TypeA,510,18
TypeA,503,18
TypeA,502,18
TypeA,495,18
TypeA,493,18
TypeA,492,18
TypeA,491,18
TypeA,490,18
TypeA,484,18
TypeA,483,18
TypeA,482,18
TypeA,473,18
TypeA,472,18
TypeA,470,18
TypeA,469,18
TypeA,468,18
TypeA,467,18
TypeA,464,18
TypeA,463,18
TypeA,460,18
TypeA,459,18
TypeA,458,18
TypeA,456,18
TypeA,454,18
TypeA,451,18
TypeA,450,18
TypeA,445,18
TypeA,443,18
TypeA,438,18
TypeA,434,18
TypeA,428,18
TypeA,426,18
TypeA,425,18
TypeA,421,18
TypeA,420,18
TypeA,419,18
TypeA,418,18
TypeA,414,18
TypeA,413,18
TypeA,412,18
TypeA,411,18
TypeA,405,18
TypeA,404,18
TypeA,398,18
TypeA,397,18
TypeA,394,18
TypeA,393,18
TypeA,392,18
TypeA,391,18
TypeA,390,18
TypeA,389,18
TypeA,387,18
TypeA,386,18
TypeA,384,18
TypeA,380,18
TypeA,378,18
TypeA,377,18
TypeA,209,18
TypeA,208,18
TypeA,205,18
TypeA,198,18
TypeA,196,18
TypeA,193,18
TypeA,192,18
TypeA,183,18
TypeA,166,18
TypeA,165,18
TypeA,164,18
TypeA,162,18
TypeA,161,18
TypeA,158,18
TypeA,157,18
TypeA,156,18
TypeA,149,18
TypeA,144,18
TypeA,143,18
TypeA,142,18
TypeA,139,18
TypeA,136,18
TypeA,134,18
TypeA,133,18
TypeA,132,18
TypeA,131,18
TypeA,127,18
TypeA,125,18
TypeA,123,18
TypeA,122,18
TypeA,121,18
TypeA,114,18
TypeA,113,18
TypeA,111,18
TypeA,110,18
TypeA,109,18
TypeA,105,18
TypeA,104,18
TypeA,101,18
TypeA,99,18
TypeA,119,18
TypeA,118,18
TypeA,117,18
TypeA,115,18
TypeA,40,18
TypeA,37,18
TypeA,32,18
TypeA,28,18
TypeA,27,18
TypeA,25,18
TypeA,23,18
TypeA,22,18
TypeA,95,18
TypeA,93,18
TypeA,91,18
TypeA,71,18
TypeA,69,18
TypeA,68,18
TypeA,67,18
TypeA,65,18
TypeA,64,18
TypeA,58,18
TypeA,57,18
TypeA,55,18
TypeA,20,18
TypeA,19,18
TypeA,18,18
TypeA,17,18
TypeA,13,18
TypeA,2,18
TypeB,105,28
TypeB,1238,28
TypeB,1633,28
TypeB,2448,28
TypeB,2317,28
TypeB,2200,28
TypeB,2185,28
TypeB,2116,28
TypeB,2110,28
TypeB,1828,28
TypeB,1617,28
TypeB,365,28
TypeB,926,28
TypeB,918,28
TypeB,630,28
TypeB,294,28
TypeB,361,28
TypeB,1,29
TypeB,526,29
TypeB,519,29
TypeB,439,29
TypeB,430,29
TypeB,294,29
TypeB,288,29
TypeB,286,29
TypeB,285,29
TypeB,236,29
TypeB,145,29
TypeB,138,29
TypeB,132,29
TypeB,116,29
TypeB,93,29
TypeB,83,29
TypeB,38,29
TypeB,32,29
TypeB,27,29
TypeB,8,29
TypeB,762,29
TypeB,755,29
TypeB,754,29
TypeB,745,29
TypeB,740,29
TypeB,732,29
TypeB,712,29
TypeB,642,29
TypeB,622,29
TypeB,1057,29
TypeB,1046,29
TypeB,1029,29
TypeB,1021,29
TypeB,997,29
TypeB,993,29
TypeB,926,29
TypeB,922,29
TypeB,906,29
TypeB,1391,29
TypeB,1378,29
TypeB,1375,29
TypeB,1357,29
TypeB,1301,29
TypeB,1256,29
TypeB,1247,29
TypeB,1237,29
TypeB,1234,29
TypeB,2488,29
TypeB,2474,29
TypeB,2351,29
TypeB,2324,29
TypeB,2286,29
TypeB,2284,29
TypeB,2282,29
TypeB,2266,29
TypeB,2262,29
TypeB,2217,29
TypeB,2194,29
TypeB,2121,29
TypeB,2117,29
TypeB,2107,29
TypeB,2097,29
TypeB,2076,29
TypeB,2058,29
TypeB,2037,29
TypeB,2030,29
TypeB,1995,29
TypeB,1979,29
TypeB,1963,29
TypeB,1944,29
TypeB,1940,29
TypeB,1923,29
TypeB,1920,29
TypeB,1865,29
TypeB,1862,29
TypeB,1859,29
TypeB,1831,29
TypeB,1828,29
TypeB,1795,29
TypeB,1790,29
TypeB,1783,29
TypeB,1773,29
TypeB,1693,29
TypeB,1676,29
TypeB,1675,29
TypeB,1671,29
TypeB,1662,29
TypeB,1642,29
TypeB,1602,29
TypeB,1601,29
TypeB,1582,29
TypeB,1548,29
TypeB,1534,29
TypeB,1530,29
TypeB,1502,29
TypeB,1470,29
TypeB,1453,29
TypeB,1393,29
TypeB,1392,29
TypeB,901,29
TypeB,896,29
TypeB,895,29
TypeB,877,29
TypeB,876,29
TypeB,817,29
TypeB,771,29
TypeB,766,29
TypeB,601,29
TypeB,575,29
TypeB,569,29
TypeB,404,29
TypeB,384,29
TypeB,374,29
TypeB,324,29
TypeB,214,29
TypeB,208,29
TypeB,181,29
TypeB,165,29
TypeB,68,1
TypeB,93,1
TypeB,293,1
TypeB,2200,1
TypeB,1483,1
TypeB,1258,1
TypeB,1238,1
TypeB,932,1
TypeB,630,1
TypeB,568,1
TypeB,536,1
TypeB,529,1
TypeB,105,1
TypeB,16,2
TypeB,239,2
TypeB,271,2
TypeB,345,2
TypeB,454,2
TypeB,2459,2
TypeB,2371,2
TypeB,2336,2
TypeB,1558,2
TypeB,1412,2
TypeB,989,2
TypeB,968,2
TypeB,947,2
TypeB,886,2
TypeB,684,2
TypeB,681,2
TypeB,647,2
TypeB,598,2
TypeB,583,2
TypeB,2295,2
TypeB,2294,2
TypeB,2224,2
TypeB,2008,2
TypeB,1978,2
TypeB,1954,2
TypeB,1916,2
TypeB,1769,2
TypeB,1754,2
TypeB,1745,2
TypeB,1729,2
TypeB,1622,2
TypeB,1617,2
TypeB,1613,2
TypeB,1353,2
TypeB,1336,2
TypeB,1316,2
TypeB,1299,2
TypeB,1117,2
TypeB,1060,2
TypeB,1055,2
TypeB,996,2
TypeB,995,2
TypeB,513,2
TypeB,470,2
TypeB,364,2
TypeB,305,2
TypeB,287,2
TypeB,29,2
TypeB,8,4
TypeB,52,4
TypeB,2489,4
TypeB,2481,4
TypeB,2462,4
TypeB,2453,4
TypeB,2451,4
TypeB,2446,4
TypeB,2443,4
TypeB,2385,4
TypeB,2343,4
TypeB,2312,4
TypeB,2278,4
TypeB,2233,4
TypeB,2217,4
TypeB,2213,4
TypeB,2129,4
TypeB,2082,4
TypeB,1966,4
TypeB,1965,4
TypeB,1944,4
TypeB,1921,4
TypeB,1907,4
TypeB,1852,4
TypeB,1729,4
TypeB,1705,4
TypeB,1668,4
TypeB,1639,4
TypeB,1620,4
TypeB,1568,4
TypeB,1527,4
TypeB,1491,4
TypeB,1473,4
TypeB,1451,4
TypeB,1421,4
TypeB,1303,4
TypeB,1272,4
TypeB,1271,4
TypeB,1234,4
TypeB,1178,4
TypeB,1166,4
TypeB,1159,4
TypeB,1158,4
TypeB,1094,4
TypeB,1081,4
TypeB,1055,4
TypeB,972,4
TypeB,920,4
TypeB,898,4
TypeB,856,4
TypeB,849,4
TypeB,845,4
TypeB,797,4
TypeB,766,4
TypeB,744,4
TypeB,732,4
TypeB,647,4
TypeB,642,4
TypeB,510,4
TypeB,503,4
TypeB,464,4
TypeB,460,4
TypeB,456,4
TypeB,418,4
TypeB,409,4
TypeB,396,4
TypeB,377,4
TypeB,361,4
TypeB,329,4
TypeB,328,4
TypeB,321,4
TypeB,289,4
TypeB,287,4
TypeB,184,4
TypeB,113,4
TypeB,104,4
TypeB,97,4
TypeB,58,4
TypeB,57,4
TypeB,13,4
TypeB,22,4
TypeB,8,5
TypeB,65,5
TypeB,574,5
TypeB,524,5
TypeB,321,5
TypeB,304,5
TypeB,290,5
TypeB,251,5
TypeB,160,5
TypeB,125,5
TypeB,118,5
TypeB,115,5
TypeB,108,5
TypeB,979,5
TypeB,961,5
TypeB,932,5
TypeB,920,5
TypeB,900,5
TypeB,895,5
TypeB,891,5
TypeB,889,5
TypeB,888,5
TypeB,2318,5
TypeB,2317,5
TypeB,2301,5
TypeB,2294,5
TypeB,2274,5
TypeB,2270,5
TypeB,2245,5
TypeB,2240,5
TypeB,2233,5
TypeB,2226,5
TypeB,2209,5
TypeB,2194,5
TypeB,2188,5
TypeB,2185,5
TypeB,2178,5
TypeB,2170,5
TypeB,2167,5
TypeB,2149,5
TypeB,2133,5
TypeB,2129,5
TypeB,2112,5
TypeB,2110,5
TypeB,2080,5
TypeB,2079,5
TypeB,2078,5
TypeB,2076,5
TypeB,2066,5
TypeB,2047,5
TypeB,2024,5
TypeB,2012,5
TypeB,2007,5
TypeB,1995,5
TypeB,1985,5
TypeB,1975,5
TypeB,1965,5
TypeB,1955,5
TypeB,1954,5
TypeB,1944,5
TypeB,1943,5
TypeB,1919,5
TypeB,1917,5
TypeB,1899,5
TypeB,1873,5
TypeB,1865,5
TypeB,1845,5
TypeB,1834,5
TypeB,1831,5
TypeB,1821,5
TypeB,1804,5
TypeB,1803,5
TypeB,1802,5
TypeB,1778,5
TypeB,1767,5
TypeB,1764,5
TypeB,1763,5
TypeB,1762,5
TypeB,1732,5
TypeB,1731,5
TypeB,1710,5
TypeB,1678,5
TypeB,1677,5
TypeB,1640,5
TypeB,1617,5
TypeB,1598,5
TypeB,1586,5
TypeB,1557,5
TypeB,1541,5
TypeB,1529,5
TypeB,1528,5
TypeB,1527,5
TypeB,1489,5
TypeB,1470,5
TypeB,1305,5
TypeB,2489,5
TypeB,2459,5
TypeB,2453,5
TypeB,2445,5
TypeB,2410,5
TypeB,2395,5
TypeB,2388,5
TypeB,2385,5
TypeB,2380,5
TypeB,2361,5
TypeB,2360,5
TypeB,2331,5
TypeB,2329,5
TypeB,2322,5
TypeB,1299,5
TypeB,1270,5
TypeB,1264,5
