AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,2499
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1351
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1617
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,255
25-34,U,75-99K,Homeowner,2 Adults Kids,4,2,347
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1828
65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2044
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2009
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,14
25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,68
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1601
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1878
45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,2413
35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1943
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,805
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1835
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1289
35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+,924
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,364
19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1116
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1652
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1426
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,791
55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,2478
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2471
25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,433
45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,918
35-44,A,25-34K,Homeowner,Single Female,2,None/Unknown,629
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1769
35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+,1455
55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,1851
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,251
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1934
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,345
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,2098
35-44,U,35-49K,Unknown,1 Adult Kids,2,1,700
45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,2429
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1309
25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,254
25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,1117
25-34,U,35-49K,Homeowner,Single Female,1,None/Unknown,673
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,2038
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2353
65+,B,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1612
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1961
45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,1754
45-54,U,25-34K,Unknown,2 Adults Kids,3,1,2316
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,475
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1168
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1206
45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,581
55-64,A,25-34K,Homeowner,Single Female,2,None/Unknown,1328
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,298
35-44,B,75-99K,Homeowner,Single Male,1,None/Unknown,1799
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,727
35-44,B,50-74K,Homeowner,2 Adults Kids,3,1,457
19-24,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2484
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,767
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1691
19-24,A,75-99K,Unknown,2 Adults Kids,3,1,162
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,130
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2191
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,124
25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,1496
25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+,120
45-54,U,25-34K,Unknown,Single Male,1,None/Unknown,480
45-54,A,35-49K,Homeowner,Single Male,2,None/Unknown,1590
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,470
35-44,A,Under 15K,Homeowner,2 Adults Kids,3,1,1080
45-54,A,15-24K,Homeowner,2 Adults Kids,5+,3+,1558
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2218
45-54,U,25-34K,Homeowner,2 Adults Kids,3,1,887
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,650
35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,988
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1102
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2213
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2309
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2244
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1435
65+,U,15-24K,Unknown,Unknown,1,None/Unknown,1349
35-44,A,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,111
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,51
35-44,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2458
35-44,A,250K+,Homeowner,2 Adults Kids,5+,3+,1758
45-54,U,50-74K,Renter,Unknown,1,None/Unknown,521
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,951
65+,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2345
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,826
35-44,A,Under 15K,Renter,Unknown,3,1,710
45-54,A,75-99K,Homeowner,1 Adult Kids,4,2,414
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2461
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,759
25-34,U,25-34K,Unknown,1 Adult Kids,3,2,238
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1213
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1868
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2001
35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,927
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1887
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2106
45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown,1956
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,872
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,181
55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,2248
35-44,A,35-49K,Homeowner,2 Adults Kids,4,2,1665
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,720
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2206
19-24,U,35-49K,Homeowner,2 Adults Kids,4,2,26
25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown,477
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,2333
45-54,A,75-99K,Homeowner,Single Male,2,None/Unknown,756
45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,1048
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1385
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,59
35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,652
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1596
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,465
45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1981
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,873
45-54,A,50-74K,Homeowner,1 Adult Kids,4,2,666
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1871
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,108
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1134
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,829
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2061
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1303
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,241
65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,246
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,987
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1729
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1301
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,1933
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1519
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2262
35-44,B,25-34K,Probable Owner,Single Female,1,None/Unknown,728
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1262
35-44,U,150-174K,Probable Owner,Single Female,1,None/Unknown,2228
45-54,B,25-34K,Renter,Single Female,1,None/Unknown,2321
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,102
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,2439
35-44,U,25-34K,Unknown,Single Male,1,None/Unknown,313
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,656
25-34,A,25-34K,Unknown,Unknown,2,None/Unknown,600
19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,933
55-64,A,35-49K,Homeowner,2 Adults Kids,5+,3+,393
35-44,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,73
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,1681
45-54,U,100-124K,Unknown,Unknown,1,None/Unknown,2491
45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,1538
35-44,U,35-49K,Unknown,2 Adults Kids,3,1,841
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1711
19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,909
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1637
35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,1719
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1781
35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,726
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1007
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,135
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1403
25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,559
55-64,U,35-49K,Unknown,Single Male,1,None/Unknown,1325
19-24,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,297
55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,1890
65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,611
65+,U,100-124K,Unknown,Single Male,1,None/Unknown,1535
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,406
45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,1348
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1063
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,570
25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1663
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1514
55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,2043
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2472
45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,1036
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2281
55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,2091
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,573
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1586
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1302
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,634
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1047
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,252
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,415
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,372
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2263
35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,365
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2223
35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,655
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1469
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1771
19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,146
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,311
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1656
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,590
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,799
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,2251
45-54,A,125-149K,Homeowner,Unknown,3,1,394
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,691
19-24,A,35-49K,Renter,2 Adults Kids,3,1,2383
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1022
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2487
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1360
45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,1189
19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,2139
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2485
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,205
25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,1880
45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,172
45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,138
25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,2303
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,651
35-44,A,15-24K,Unknown,2 Adults Kids,4,2,1504
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1033
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1766
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1992
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,667
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,233
65+,A,100-124K,Homeowner,2 Adults Kids,3,1,35
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2258
35-44,A,50-74K,Renter,2 Adults Kids,4,2,231
55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,2441
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,277
55-64,A,35-49K,Unknown,2 Adults Kids,3,1,229
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,194
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,642
35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2416
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2049
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1994
35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,530
35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,472
65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,1000
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,236
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1046
35-44,B,35-49K,Unknown,1 Adult Kids,3,2,1515
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,832
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2042
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,538
25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,1251
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,1550
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,619
55-64,U,15-24K,Unknown,2 Adults Kids,3,1,1675
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1958
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1347
45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1607
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,515
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2170
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,147
55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,1998
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1176
45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown,2253
65+,U,50-74K,Homeowner,2 Adults Kids,3,1,1782
35-44,A,15-24K,Renter,1 Adult Kids,4,2,1245
45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,2293
35-44,A,75-99K,Renter,Single Female,2,None/Unknown,1293
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,173
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2291
25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,819
35-44,A,125-149K,Renter,Single Female,2,None/Unknown,21
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1909
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1988
35-44,A,50-74K,Renter,Single Female,2,None/Unknown,810
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2468
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1743
65+,U,125-149K,Homeowner,2 Adults Kids,3,1,860
45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,2339
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2153
19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1086
25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,1639
25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,1952
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1664
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,566
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,846
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,330
25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,5
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2267
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1010
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1918
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,1750
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,320
45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,612
45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,312
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1279
45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,126
19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,1408
25-34,U,35-49K,Unknown,2 Adults Kids,4,2,1409
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,1384
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,103
65+,A,35-49K,Homeowner,1 Adult Kids,3,1,514
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2059
45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,1239
35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,1501
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1346
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,824
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,494
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1277
35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,1810
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,794
25-34,U,35-49K,Unknown,1 Adult Kids,3,2,143
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1798
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1846
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,388
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,349
25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,1630
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,270
45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,1049
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,758
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2026
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2195
55-64,A,Under 15K,Homeowner,Single Female,2,None/Unknown,291
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,1838
25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1431
45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,686
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1734
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1162
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,2313
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1195
45-54,B,25-34K,Renter,1 Adult Kids,2,1,541
19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2046
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1359
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1404
19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,563
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,869
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2189
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,984
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,2109
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1700
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1207
35-44,B,35-49K,Renter,1 Adult Kids,2,1,274
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,2415
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,1231
25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,2475
35-44,B,35-49K,Homeowner,1 Adult Kids,2,1,171
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1310
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,1687
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,439
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2196
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1126
55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1199
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,360
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2216
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1606
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,2210
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1221
35-44,A,35-49K,Unknown,Unknown,5+,3+,1657
45-54,A,15-24K,Unknown,2 Adults Kids,4,2,2419
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2460
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,620
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,339
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,497
25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,2438
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,525
55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,23
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,1043
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2055
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2326
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,89
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,633
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,2159
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1874
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2214
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2408
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,754
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,855
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,331
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2164
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2466
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2476
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1644
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,577
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1947
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1237
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1242
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,649
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1546
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1999
55-64,U,25-34K,Renter,2 Adults Kids,3,1,28
45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,303
45-54,U,50-74K,Unknown,Unknown,2,1,683
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1885
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2271
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1271
35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,618
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,747
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,436
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1594
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1035
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1335
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,2320
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,702
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,2442
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,2434
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,836
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,952
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1339
25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,1153
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1555
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1882
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,890
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1002
45-54,U,35-49K,Renter,Unknown,1,None/Unknown,285
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1826
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1250
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1774
